Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,31677,
11/15/2020,02/01/2020,11/14/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,33415,
11/15/2020,02/01/2020,11/14/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,8,
11/15/2020,02/01/2020,11/14/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,119155,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,0-24,499,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,25-34,1761,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,35-44,4508,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,45-54,11914,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,55-64,28693,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,65-74,49231,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,75-84,60885,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,85+,70534,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,Not stated,6,
11/15/2020,02/01/2020,11/14/2020,US,COVID-19,COVID-19,U071,All Ages,228031,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,16,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,28,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,64,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,163,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,341,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,376,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,312,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1300,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,10,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,40,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,76,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,97,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,60,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,289,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,32,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,55,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,94,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,67,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,18,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,282,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,12,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,31,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,115,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,216,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,422,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,454,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,319,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1574,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,20,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,55,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,81,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,63,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,58,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,290,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,24,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,40,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,35,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,32,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,148,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,23,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,65,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,110,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,120,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,136,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,460,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,33,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,102,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,111,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,123,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,380,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,19,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,36,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,107,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,144,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,122,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,89,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,523,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,30,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,59,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,80,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,78,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,257,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,55-64,20,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,65-74,53,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,75-84,74,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,85+,96,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,257,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,49,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,51,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,59,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,191,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,16,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,39,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,52,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,68,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,56,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,249,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,35-44,16,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,45-54,44,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,55-64,83,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,65-74,159,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,75-84,127,
11/15/2020,02/01/2020,11/14/2020,AL,Sepsis,Sepsis,A40-A41,85+,56,
